Satisfaction Score,Online Security,Contract,Senior Citizen,Number of Referrals,Dependents,Tenure in Months,Internet Service,Paperless Billing,Total Extra Data Charges,Payment Method,Referred a Friend,Streaming Music,Streaming Movies,Monthly Charge,Total Revenue,Device Protection Plan
2,0,0,0,4,1,4,1,0,0,1,1,1,1,61.45,338.51,0
2,0,0,0,0,0,15,1,1,0,0,0,1,1,101.35,2242.75,1
4,1,0,0,0,1,2,1,1,0,1,0,1,1,61.2,190.07,0
2,0,0,0,3,0,9,1,0,0,0,1,1,1,89.45,1091.69,0
3,1,2,1,0,0,52,1,1,0,1,0,1,1,48.8,2555.05,0
3,0,0,0,0,0,7,0,1,0,1,0,0,0,19.95,244.51999999999998,0
2,0,0,0,0,0,1,0,0,0,2,0,0,0,19.9,69.41,0
3,1,1,0,5,1,39,1,0,140,0,1,0,0,59.8,3022.05,1
1,1,0,1,1,0,35,1,1,0,0,1,0,0,100.5,4212.65,0
5,0,0,0,0,1,38,1,1,0,1,0,0,0,81.85,3189.96,0
3,1,2,0,0,0,61,1,0,0,0,0,1,1,89.65,6739.15,1
3,1,0,0,4,1,30,1,0,0,0,1,0,0,67.6,3441.4,1
3,1,1,0,7,1,47,1,0,0,0,1,0,0,40.3,1794.8,1
3,1,2,0,3,1,70,1,1,0,0,1,1,1,89.0,8620.0,1
3,0,2,0,7,1,13,0,1,0,0,1,0,0,19.75,319.24,0
5,0,0,0,2,1,58,1,1,0,0,1,0,0,66.8,6528.200000000001,0
4,0,0,0,0,1,30,1,1,0,0,0,1,1,44.5,1307.8,0
3,1,2,0,1,1,72,1,1,0,0,1,1,1,114.0,10430.99,1
1,1,1,1,0,0,45,1,0,0,1,0,0,1,62.7,3271.65,1
5,0,0,1,0,0,11,1,1,140,1,0,1,1,79.15,1262.94,0
2,0,0,1,1,0,57,1,1,0,0,1,0,1,95.25,8259.33,1
5,0,1,0,0,0,41,1,1,80,0,0,1,1,51.35,2155.1,1
3,1,0,0,6,1,7,1,0,0,1,1,1,1,69.7,552.3399999999999,0
1,1,0,0,0,0,13,1,1,0,0,0,0,0,96.65,1465.76,0
3,0,2,0,2,1,54,1,1,0,0,1,0,0,79.95,6883.85,0
5,0,0,0,0,0,2,0,1,0,2,0,0,0,20.45,136.82999999999998,0
5,0,0,0,0,0,1,0,0,0,1,0,0,0,19.75,61.03,0
4,0,0,0,4,1,4,0,1,0,2,1,0,0,20.5,92.11999999999999,0
3,0,0,0,0,0,12,1,0,0,0,0,0,0,45.9,875.4300000000001,0
4,1,2,0,6,1,72,1,1,0,1,1,1,1,104.9,10052.49,1
3,1,1,0,10,0,56,1,1,0,0,1,1,1,98.0,7370.6,0
3,0,1,0,3,0,45,1,0,0,1,1,1,1,78.75,5392.55,1
4,0,0,0,0,0,3,1,1,20,1,0,0,0,69.6,314.31,0
3,0,0,0,1,0,16,1,1,0,0,1,0,0,84.95,1487.37,0
4,1,2,1,1,0,72,1,1,0,2,1,0,1,109.75,10598.23,1
1,0,0,1,1,0,46,1,1,0,0,1,0,1,101.0,4926.610000000001,1
1,1,0,0,0,0,2,1,1,0,0,0,0,0,47.8,119.91,0
5,0,0,0,0,0,58,1,0,0,0,0,0,0,80.65,7398.210000000001,0
3,1,0,0,0,0,22,1,0,0,2,0,0,0,55.1,2069.57,0
4,0,2,0,0,0,60,0,0,0,0,0,0,0,19.85,2995.3,0
4,0,2,0,10,1,58,0,0,0,1,1,0,0,20.5,2654.3599999999997,0
4,0,2,1,0,0,20,1,0,0,0,0,0,1,89.95,2617.65,0
3,1,2,0,9,1,72,1,1,0,1,1,0,0,106.1,8040.73,1
1,1,1,1,1,0,58,1,1,0,1,1,1,1,105.5,7188.02,0
3,0,0,0,0,0,10,1,1,0,0,0,0,0,86.05,893.3000000000001,0
5,0,2,1,7,0,8,1,1,0,1,1,1,1,64.4,786.26,1
4,0,1,0,1,1,10,1,1,0,1,1,1,1,65.9,1080.05,1
3,1,0,0,8,1,7,1,0,0,1,1,0,0,34.65,246.6,0
3,0,0,0,1,0,10,1,1,0,0,1,0,0,70.3,1055.4,0
3,0,2,0,0,0,44,0,0,0,1,0,0,0,20.05,2921.26,0
3,0,2,0,10,0,69,0,0,0,0,1,0,0,24.25,4340.87,0
5,0,0,0,5,1,22,1,1,0,0,1,1,1,80.15,2526.77,0
1,0,0,0,1,0,3,1,1,0,0,1,0,0,79.65,381.56,0
5,0,0,0,0,0,10,0,1,0,1,0,0,0,20.9,370.9,0
3,1,2,0,3,0,70,1,0,0,0,1,0,0,84.6,5781.099999999999,0
3,0,0,0,0,0,23,1,0,0,1,0,1,1,95.3,3301.73,0
3,1,1,0,5,0,35,1,0,0,1,1,1,1,53.15,1930.9,1
4,0,1,0,1,0,8,0,0,0,0,1,0,0,19.8,387.01,0
5,0,2,0,0,0,38,0,0,0,1,0,0,0,20.3,2384.2699999999995,0
3,0,0,0,2,0,9,1,1,0,2,1,1,1,70.05,698.5899999999999,1
5,0,1,1,0,0,59,1,1,0,0,0,1,1,99.5,7321.93,1
3,0,2,0,5,1,70,0,0,0,1,1,0,0,20.05,4760.15,0
5,0,0,1,0,0,50,1,1,0,0,0,0,1,104.95,6104.85,1
2,0,1,0,1,0,53,1,1,0,0,1,1,1,60.45,3184.25,1
2,0,0,0,0,0,2,1,1,0,0,0,0,0,79.85,184.73,1
4,1,1,0,0,0,14,1,0,100,1,0,0,0,55.7,1282.67,0
3,1,1,0,0,0,50,1,1,0,0,0,1,1,103.95,6395.3,1
3,0,0,0,0,0,23,1,0,0,0,0,0,0,83.2,2467.59,1
3,0,1,0,0,0,55,1,1,0,0,0,1,1,64.2,5148.05,0
4,0,2,1,0,0,24,1,1,0,0,0,0,0,80.5,3195.5699999999997,0
4,1,0,0,0,0,57,1,1,0,0,0,1,1,53.75,3196.0,1
3,0,1,0,6,0,2,0,0,0,1,1,0,0,20.2,111.57,0
4,1,1,0,0,1,54,1,1,10,0,0,1,1,105.85,6966.87,0
4,0,1,0,0,0,35,0,0,0,1,0,0,0,20.75,1942.95,0
4,0,0,0,0,0,2,1,0,0,0,0,0,0,74.95,159.27,0
5,0,0,0,1,0,17,1,1,0,1,1,1,1,49.8,836.35,0
4,1,0,0,0,0,40,1,1,0,1,0,0,0,61.9,4126.299999999999,0
1,1,0,0,1,0,17,1,1,0,0,1,0,0,89.4,1865.68,1
4,1,2,0,1,1,72,1,1,0,1,1,1,1,90.8,7882.96,1
5,0,0,0,0,0,12,0,0,0,2,0,0,0,20.45,748.67,0
1,1,0,0,1,0,22,1,1,0,0,1,1,1,79.2,2031.17,0
4,0,1,0,0,0,39,1,0,0,0,0,1,1,59.3,2473.1800000000003,0
3,1,2,1,1,0,72,1,1,0,0,1,1,1,109.55,9195.82,1
1,0,0,0,1,0,8,1,1,0,0,1,1,1,84.9,996.95,0
5,0,0,0,0,0,5,1,1,0,0,0,0,0,51.35,348.1,0
3,1,1,0,0,0,50,1,1,0,1,0,0,0,90.1,5317.95,1
3,0,0,0,0,0,1,0,0,0,1,0,0,0,19.2,55.08,0
3,0,0,0,0,1,11,1,1,0,0,0,1,1,97.85,1408.67,1
4,0,0,0,0,0,4,1,1,0,1,0,0,0,64.4,257.4,0
3,0,1,1,0,0,47,1,1,0,1,0,0,0,86.05,5937.36,0
3,1,2,0,0,0,66,1,1,130,0,0,1,1,61.35,4323.4,1
4,1,1,0,0,0,55,1,1,0,1,0,1,1,100.9,7872.5,0
4,0,1,1,7,1,65,1,1,0,0,1,1,1,107.45,8320.2,1
1,0,0,0,0,0,4,1,1,0,0,0,0,0,24.45,86.6,0
5,0,2,0,0,0,68,0,0,0,0,0,0,0,25.5,2472.71,0
4,1,2,0,0,0,58,1,1,0,1,0,0,0,64.9,5504.71,1
5,0,2,0,0,0,60,1,0,150,0,0,1,1,104.7,8612.0,1
5,0,0,0,0,0,1,1,0,0,1,0,0,0,44.75,85.62,0
3,1,0,0,0,1,8,1,1,0,0,0,1,1,38.5,330.8,0
4,0,0,0,0,0,36,1,1,0,0,0,0,0,34.85,1267.2,0
1,0,0,1,0,0,13,1,1,0,0,0,0,0,74.3,1465.1599999999999,1
1,0,0,1,1,0,16,1,1,0,1,1,0,0,74.3,1596.17,0
2,0,0,1,0,0,66,1,1,140,1,0,0,0,80.45,8373.29,0
3,1,1,0,9,0,63,1,0,0,1,1,1,1,80.0,7183.46,1
3,0,1,0,7,1,49,1,1,0,0,1,1,1,97.95,5702.879999999999,0
3,0,2,0,3,1,16,0,0,0,1,1,0,0,20.5,726.39,0
3,1,1,0,2,0,71,1,1,0,0,1,1,1,84.8,7683.360000000001,1
5,0,2,0,3,1,55,0,0,0,1,1,0,0,20.3,1253.95,0
3,0,0,0,2,0,34,1,1,20,0,1,1,1,100.05,4285.0599999999995,1
5,0,2,0,0,0,8,0,0,0,2,0,0,0,20.25,301.53,0
1,0,0,0,0,0,1,0,1,0,2,0,0,0,20.1,24.21,0
2,0,0,0,1,0,53,1,1,0,1,1,1,1,98.4,7361.72,0
4,1,2,0,2,0,62,1,0,0,0,1,1,1,86.1,7893.65,1
3,0,2,0,7,0,72,1,1,0,1,1,1,1,110.6,8273.24,1
1,0,0,0,0,0,1,1,0,0,1,0,0,0,50.9,57.85,1
4,1,2,0,1,0,66,1,0,0,0,1,1,1,85.25,8366.45,0
5,0,1,0,1,0,67,1,1,0,0,1,0,0,88.4,8317.5,0
5,0,0,0,0,0,41,1,1,0,0,0,1,1,40.35,1677.85,0
4,1,1,0,0,0,21,1,1,0,0,0,0,0,60.25,1413.96,1
4,1,2,1,7,0,72,1,0,140,0,1,0,0,74.4,5880.19,1
3,1,1,0,6,1,32,1,1,0,0,1,1,1,90.8,4196.65,0
4,0,1,0,1,1,21,1,1,0,1,1,0,0,58.85,1965.5700000000002,0
4,0,2,1,6,0,16,1,1,0,1,1,0,0,85.05,2165.71,0
2,0,0,0,0,0,15,0,0,0,0,0,0,0,19.75,894.9000000000001,0
3,0,0,0,0,0,1,0,0,0,1,0,0,0,19.75,35.519999999999996,0
3,0,1,1,0,0,45,1,0,0,0,0,0,1,34.2,1596.6,0
4,0,0,0,0,0,2,1,0,10,1,0,0,0,70.7,144.64,0
4,0,0,0,0,1,37,1,1,0,0,0,1,1,95.25,3373.35,0
5,0,0,0,0,0,41,1,1,0,0,0,0,0,89.2,5359.39,0
4,0,1,0,1,0,68,1,1,90,0,1,1,1,100.3,10211.03,0
1,1,0,0,0,0,10,1,1,0,0,0,1,1,110.1,1223.6,1
4,0,1,0,2,1,52,0,1,0,1,1,0,0,20.85,3124.56,0
1,0,1,0,0,0,64,1,1,0,1,0,1,1,105.65,8453.82,0
3,0,1,0,0,0,46,0,0,0,1,0,0,0,24.95,1377.5,0
4,0,2,0,0,1,66,0,1,0,1,0,0,0,25.3,3245.2599999999998,0
1,1,0,0,7,0,59,1,1,40,0,1,0,0,106.75,9202.189999999999,1
5,0,2,0,5,1,24,0,1,0,1,1,0,0,19.7,1605.2499999999998,0
3,1,1,0,0,0,51,1,1,0,0,0,1,0,94.8,7120.870000000001,0
4,1,2,0,9,0,72,1,1,0,1,1,1,1,85.9,6893.39,1
3,0,0,0,0,0,1,1,1,0,0,0,0,0,69.9,115.56,0
4,1,2,0,0,0,48,1,0,0,1,0,0,0,55.5,3252.79,0
1,0,0,0,0,0,43,1,1,0,0,0,0,0,77.85,5478.4400000000005,0
5,0,0,0,2,0,4,1,0,10,0,1,0,0,70.5,418.08,0
4,1,2,0,0,1,71,1,1,0,0,0,1,1,114.0,9982.85,1
5,0,2,0,3,1,52,0,0,0,1,1,0,0,19.35,1544.94,0
1,0,0,0,0,0,9,1,1,0,1,0,0,0,34.7,296.1,0
3,0,0,0,5,1,58,1,1,0,0,1,0,0,91.55,7874.57,1
1,1,0,0,0,0,42,1,1,0,0,0,1,1,105.2,5765.92,1
1,0,0,0,0,0,4,0,0,0,0,0,0,0,20.95,93.53999999999999,0
4,0,0,0,0,0,10,1,0,0,0,0,0,0,51.2,953.85,0
3,0,0,0,0,0,56,1,0,0,0,0,1,1,98.6,6196.49,0
4,0,0,0,0,0,5,1,1,0,0,0,0,0,84.0,667.2,0
3,0,0,0,0,0,29,1,0,0,0,0,0,0,48.95,1615.44,1
4,0,2,1,2,0,64,1,0,0,0,1,1,1,102.1,7830.61,1
5,0,0,0,0,0,9,0,0,0,1,0,0,0,20.4,305.28000000000003,0
3,0,2,0,8,1,17,0,1,0,1,1,0,0,25.15,1181.68,0
2,0,0,0,0,0,5,1,0,0,0,0,1,0,75.55,589.75,0
1,0,0,1,1,0,68,1,1,0,0,1,0,1,89.6,7768.4400000000005,0
4,0,0,0,9,1,51,1,1,0,0,1,0,0,80.75,5624.459999999999,0
5,0,0,0,0,0,1,0,0,0,1,0,0,0,19.15,41.519999999999996,0
3,0,1,0,4,1,51,1,1,0,0,1,1,1,90.15,5569.75,1
4,0,0,0,3,1,6,1,1,0,1,1,0,0,48.8,594.0500000000001,0
1,0,1,0,0,0,35,1,1,0,0,0,0,0,85.15,3923.45,1
5,0,1,1,3,1,28,1,1,40,0,1,0,0,35.9,1013.65,0
4,1,1,0,4,0,62,1,0,0,0,1,1,1,96.1,7893.07,0
4,0,0,0,4,0,9,1,0,0,1,1,0,0,50.85,579.9100000000001,0
1,1,1,0,1,0,67,1,1,0,1,1,1,1,94.35,8414.43,0
4,0,0,0,0,0,5,0,0,0,1,0,0,0,20.05,206.35,0
5,0,0,1,0,0,8,1,1,0,0,0,0,0,87.1,1025.68,0
3,0,2,0,7,1,24,0,0,0,2,1,0,0,24.7,1069.51,0
5,0,0,0,1,0,65,1,1,110,0,1,1,1,90.65,7330.6,0
3,0,1,0,4,0,40,1,0,0,0,1,0,0,63.9,4319.0,0
3,1,2,0,10,1,72,1,1,0,0,1,1,1,117.6,11688.9,1
5,1,0,0,0,0,24,1,0,0,0,0,0,0,60.45,2009.79,0
3,1,0,0,0,0,50,1,1,0,1,0,0,0,35.0,1782.4,0
4,1,1,0,0,1,70,1,0,0,0,0,0,0,64.95,6394.030000000001,0
4,0,1,0,0,0,53,1,0,0,1,0,1,1,54.9,3045.75,1
3,0,0,0,5,1,53,1,1,0,0,1,0,0,92.55,6068.94,0
4,1,0,0,1,1,18,1,1,0,2,1,0,0,87.9,1935.38,1
3,1,2,0,5,1,67,1,0,0,0,1,0,0,36.15,2434.45,0
4,0,1,0,0,1,26,1,1,0,0,0,0,0,39.95,1023.75,0
3,0,2,0,7,1,61,0,1,0,1,1,0,0,24.2,3570.4400000000005,0
3,0,0,0,0,0,35,0,0,0,0,0,0,0,20.75,1367.1,0
3,1,0,0,10,1,42,1,1,0,0,1,0,0,69.4,3758.4400000000005,0
1,1,0,0,1,1,14,1,1,0,0,1,0,0,65.45,1576.0,0
2,0,0,1,0,0,8,0,0,0,0,0,0,0,19.65,387.9,0
4,0,1,1,0,0,54,1,0,0,0,0,0,1,65.25,3774.4399999999996,1
4,0,1,0,9,1,62,0,0,0,0,1,0,0,19.95,4218.32,0
4,1,0,0,0,0,22,1,0,10,1,0,0,0,65.05,2400.71,1
5,0,0,0,8,1,6,0,0,0,1,1,0,0,19.85,281.23,0
4,0,0,0,7,0,40,1,1,0,1,1,0,0,50.15,2993.4700000000003,0
4,0,1,0,0,0,51,1,1,0,0,0,1,1,111.5,7936.54,1
3,1,2,0,0,0,72,1,1,0,0,0,1,1,65.6,4566.5,1
1,0,0,0,0,0,1,1,1,0,0,0,0,0,70.3,86.22,0
5,0,1,0,0,0,12,0,0,0,1,0,0,0,24.95,587.24,0
5,0,0,1,0,0,64,1,1,30,0,0,0,0,43.85,2781.0,0
1,0,0,0,0,0,1,0,0,0,2,0,0,0,20.25,43.41,0
3,1,2,0,6,0,72,1,1,0,1,1,1,1,113.65,9913.4,1
3,0,0,0,0,0,4,1,1,0,0,0,1,1,88.45,567.21,0
3,0,2,0,0,0,11,0,0,0,1,0,0,0,19.55,385.15000000000003,0
3,0,0,0,0,1,25,1,0,0,0,0,0,0,85.9,2493.8,0
3,1,1,1,0,0,59,1,1,30,0,0,0,0,94.05,6643.16,1
4,1,1,0,0,0,18,1,1,90,1,0,0,0,40.2,801.95,0
3,0,1,1,0,0,55,1,1,100,0,0,1,1,100.0,7665.200000000001,1
3,1,2,0,0,0,71,1,0,0,0,0,1,1,106.7,8423.82,1
2,0,0,1,0,0,23,1,1,0,0,0,0,1,94.75,3010.51,0
2,1,0,1,0,1,7,1,0,0,0,0,0,0,76.45,681.2,0
3,0,2,1,0,0,67,0,0,0,1,0,0,0,25.1,2656.38,0
3,0,0,0,0,0,32,1,1,0,0,0,1,1,85.65,3849.58,0
5,0,0,0,7,1,32,1,1,130,0,1,0,0,86.1,3706.87,0
4,0,2,0,4,1,72,0,0,0,1,1,0,0,25.55,4518.74,0
1,0,0,0,0,0,10,1,1,0,0,0,1,1,94.9,1451.05,1
1,1,0,0,3,0,5,1,1,0,0,1,0,0,84.5,638.15,1
4,0,1,0,0,0,29,1,0,0,1,0,1,1,70.9,2800.67,1
2,0,0,0,1,0,3,1,0,0,1,1,1,0,44.3,267.88,0
5,0,1,0,0,1,55,0,0,0,0,0,0,0,19.1,3162.45,0
3,0,2,0,4,1,60,0,0,0,1,1,0,0,20.55,2144.05,0
5,0,0,0,0,0,2,1,1,0,0,0,0,0,79.95,249.85,0
4,0,0,0,0,0,2,0,1,0,1,0,0,0,19.65,58.019999999999996,0
3,1,1,0,8,1,43,1,1,100,1,1,1,1,60.4,2740.55,1
3,0,0,0,0,0,1,0,0,0,1,0,0,0,19.45,48.599999999999994,0
5,0,0,0,0,0,14,1,1,0,2,0,0,0,31.1,419.7,0
3,1,2,0,6,0,71,1,0,0,0,1,1,1,83.2,8617.490000000002,1
3,1,1,0,7,1,57,1,0,70,1,1,0,0,59.6,4408.75,0
3,1,1,0,0,0,29,1,0,0,1,0,0,0,39.5,1082.75,0
2,0,0,1,0,0,1,1,1,0,0,0,0,0,74.4,85.48,0
1,0,0,0,0,0,1,1,1,0,0,0,1,0,79.05,110.39,0
3,1,2,0,0,0,65,1,0,0,1,0,1,1,59.95,3921.1,1
3,0,0,0,0,0,11,1,1,0,0,0,1,1,94.2,1104.62,1
3,0,0,0,10,0,28,1,0,0,0,1,0,0,76.55,2678.88,0
3,0,0,0,0,0,8,1,1,0,0,0,1,1,86.55,847.73,0
5,0,0,0,5,1,40,1,1,0,0,1,1,1,74.55,3570.15,1
3,1,1,0,0,0,53,1,1,0,0,0,0,0,53.6,2879.2,1
1,1,0,0,0,0,3,1,1,0,0,0,0,0,79.1,343.78999999999996,0
1,1,0,0,1,0,21,1,1,0,0,1,1,1,104.4,3009.17,1
3,0,2,1,0,0,52,1,1,0,0,0,0,0,72.95,6023.63,0
3,0,2,0,7,1,72,0,1,0,1,1,0,0,25.1,3754.95,0
5,0,0,0,0,0,1,0,1,0,1,0,0,0,19.5,27.52,0
3,0,1,0,0,0,23,1,1,0,1,0,1,1,73.75,2562.29,0
4,0,0,0,0,0,54,1,1,0,0,0,0,0,79.85,4720.81,0
1,1,0,0,0,0,43,1,1,0,0,0,0,0,75.2,4660.6,0
3,0,0,0,0,0,59,1,1,0,0,0,0,0,83.25,6791.67,1
1,0,0,0,1,0,25,1,1,0,0,1,0,0,34.0,853.0,0
4,0,2,0,5,0,50,0,0,0,0,1,0,0,20.15,2278.4,0
3,0,2,0,8,1,49,0,0,0,1,1,0,0,25.25,2860.5,0
4,1,0,0,0,0,1,1,0,0,0,0,0,0,49.75,91.53999999999999,0
5,0,2,0,0,0,31,0,0,0,1,0,0,0,20.9,1500.31,0
4,0,1,0,6,0,42,1,1,0,1,1,1,1,45.1,2049.05,1
5,0,0,0,9,0,2,1,1,0,0,1,0,0,84.05,178.51000000000002,0
3,1,0,0,9,1,51,1,1,0,0,1,1,1,93.8,5928.08,0
5,0,0,0,0,0,2,0,0,0,1,0,0,0,20.3,66.56,0
3,0,2,0,0,0,61,1,1,0,0,0,1,1,106.6,8943.43,1
4,0,0,0,0,0,32,1,0,0,0,0,1,1,91.05,4385.1,0
4,1,1,0,1,0,58,1,1,0,0,1,0,0,61.05,5007.63,0
4,0,0,0,9,1,30,1,1,0,0,1,1,1,107.5,3979.3,1
1,0,0,0,0,0,41,1,1,0,0,0,1,1,104.7,6303.74,1
3,1,1,0,0,0,26,1,1,20,1,0,0,0,87.15,3466.44,1
1,0,0,0,0,0,2,1,0,0,1,0,0,0,80.6,166.44,1
3,1,1,0,0,0,36,1,1,0,1,0,1,1,89.65,4957.3,1
3,0,2,0,5,1,71,0,0,0,1,1,0,0,19.7,3003.41,0
3,0,2,0,0,0,59,1,0,0,0,0,1,1,95.8,7451.41,1
3,0,1,0,2,1,44,0,0,0,0,1,0,0,20.0,2482.69,0
2,0,0,0,0,0,1,1,0,0,0,0,0,0,73.5,77.34,1
3,0,0,0,0,0,2,1,0,0,0,0,1,1,95.65,200.82000000000002,0
5,0,1,1,4,0,35,1,1,0,0,1,0,1,100.8,3511.7,1
5,0,1,0,0,1,17,1,0,50,0,0,1,1,80.85,2276.59,1
5,0,2,0,10,0,56,1,0,0,0,1,1,1,103.2,6311.63,1
3,0,2,0,1,1,58,1,0,0,0,1,0,0,82.5,6563.99,0
3,0,0,1,0,0,8,1,1,0,0,0,0,1,105.5,1190.83,1
3,1,2,0,3,1,65,1,1,0,1,1,1,1,90.45,7807.799999999999,1
1,1,0,1,1,0,4,1,1,0,0,1,0,1,99.6,397.49999999999994,0
1,0,0,0,0,0,1,1,1,0,2,0,0,0,71.55,88.82,0
3,0,0,0,0,0,1,1,0,0,1,0,0,0,45.6,83.03999999999999,0
4,1,0,0,0,0,56,1,1,0,1,0,1,1,106.6,7281.07,0
4,0,1,0,9,0,56,1,1,0,1,1,1,1,99.75,6758.08,1
4,0,2,0,10,1,65,1,1,0,0,1,1,1,79.4,5190.849999999999,0
3,0,1,0,0,0,70,1,1,100,0,0,0,0,90.25,7423.95,1
2,0,0,1,1,0,16,1,1,0,1,1,0,1,85.35,1534.0300000000002,0
4,0,2,0,5,0,67,1,1,90,0,1,1,1,93.15,7624.0,1
4,0,1,0,0,0,44,0,0,0,1,0,0,0,19.5,1633.66,0
5,0,1,0,1,0,17,1,1,0,0,1,1,1,96.65,2078.36,1
3,0,0,0,0,0,1,0,1,0,0,0,0,0,25.7,69.54,0
3,0,2,0,5,1,57,0,0,0,0,1,0,0,19.5,3549.6899999999996,0
3,1,1,0,0,0,52,1,0,0,0,0,0,0,91.25,6366.42,1
5,0,0,0,5,1,35,0,1,0,0,1,0,0,25.75,1749.15,0
3,0,0,0,0,0,1,0,1,0,1,0,0,0,20.45,62.620000000000005,0
4,1,2,0,0,0,65,1,1,0,0,0,1,1,84.85,8172.299999999999,1
5,0,1,0,8,1,13,0,0,0,0,1,0,0,24.5,976.7,0
3,0,0,0,0,0,34,1,1,0,1,0,0,0,73.95,2577.1499999999996,0
3,1,2,0,4,1,72,1,1,10,0,1,1,1,105.55,8152.01,1
4,0,2,0,0,0,64,1,1,0,0,0,1,1,104.4,9625.13,1
4,1,2,0,0,0,36,1,0,0,0,0,0,0,31.05,1126.35,0
5,0,0,0,1,1,1,1,1,0,0,1,1,1,81.05,117.37,0
2,0,0,0,0,0,1,0,1,0,1,0,0,0,19.1,53.89,0
5,0,1,0,1,1,19,0,0,0,1,1,0,0,19.8,593.97,0
4,0,0,0,0,0,17,0,0,0,1,0,0,0,19.7,718.77,0
3,1,2,0,0,0,34,1,0,0,1,0,0,0,67.65,3044.8,1
5,0,2,0,0,1,12,0,0,0,0,0,0,0,19.35,419.06,0
3,0,0,0,0,0,4,1,1,0,0,0,1,1,68.65,303.81,0
5,0,2,0,1,1,52,0,0,0,1,1,0,0,24.8,3326.2599999999998,0
3,0,2,1,0,0,8,1,1,0,0,0,0,0,74.05,617.59,1
4,0,1,1,6,0,23,1,1,30,0,1,0,1,90.45,3224.1099999999997,0
4,1,1,0,10,1,69,1,0,0,1,1,0,0,73.7,5426.81,0
4,0,2,0,3,1,54,0,0,0,1,1,0,0,20.4,2154.3999999999996,0
5,0,0,1,8,1,11,1,1,0,1,1,0,0,78.1,1059.1100000000001,1
3,1,2,0,2,0,66,1,1,0,0,1,1,1,85.9,6097.56,1
5,0,1,0,1,0,47,1,1,80,1,1,1,1,95.2,5626.71,0
2,0,0,1,1,0,7,1,1,0,0,1,0,1,89.5,772.11,0
2,1,0,0,0,0,25,1,1,0,0,0,0,0,79.85,2685.6,0
4,0,2,0,0,0,58,0,1,0,1,0,0,0,24.7,4297.2,0
3,0,0,1,0,0,3,1,1,0,0,0,0,1,105.0,400.74,1
4,0,1,0,0,0,64,1,1,0,1,0,1,1,104.65,8550.6,1
3,0,0,0,8,1,13,1,0,0,0,1,0,0,61.8,1116.05,1
2,0,0,0,0,0,9,1,1,0,0,0,1,1,83.3,1070.6,0
5,0,1,0,6,0,8,0,0,0,2,1,0,0,24.4,389.39,0
4,1,1,0,0,0,55,1,1,150,1,0,0,0,66.05,5513.469999999999,0
3,1,1,0,8,1,56,1,1,0,1,1,0,0,52.0,2884.9,0
3,1,2,0,1,1,71,1,0,0,1,1,0,0,100.2,9600.99,1
5,0,0,0,0,0,21,1,1,0,0,0,1,0,73.7,2158.04,0
4,1,2,0,5,0,72,1,0,0,1,1,1,1,89.85,8491.47,1
3,0,0,0,0,0,37,1,1,0,1,0,0,0,78.95,4226.780000000001,1
5,0,1,0,1,0,31,1,1,0,1,1,1,1,79.3,2580.72,1
3,1,2,1,5,0,72,1,1,0,0,1,0,1,112.4,9143.41,1
4,0,2,0,9,1,65,0,1,0,0,1,0,0,25.3,3960.5,0
3,0,0,0,1,1,6,0,0,0,1,1,0,0,19.85,158.18,0
1,1,0,0,0,0,29,1,1,0,0,0,0,0,84.45,3289.83,0
3,1,0,0,0,1,1,1,1,0,0,0,1,1,70.45,90.55000000000001,0
1,0,0,0,0,1,1,1,0,0,2,0,0,0,45.95,92.12,0
4,0,0,0,0,0,4,1,1,0,0,0,1,1,40.05,162.45,0
2,0,1,0,0,0,52,1,1,0,0,0,1,1,105.0,7989.93,1
5,0,2,0,7,0,29,1,0,0,1,1,1,1,75.55,2995.7400000000002,1
4,0,0,0,3,0,56,1,1,0,0,1,1,1,98.7,6061.5,1
3,0,0,0,1,0,14,1,0,0,0,1,1,1,46.35,667.7,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,29.95,29.95,0
1,0,0,0,0,0,17,1,0,0,2,0,0,0,51.5,1657.3600000000001,0
5,0,0,0,8,0,19,1,1,0,0,1,0,0,86.85,1713.3600000000001,0
3,0,0,0,0,0,1,0,0,0,1,0,0,0,20.75,57.03,0
3,0,0,0,0,0,1,1,1,0,0,0,0,0,79.65,102.13000000000001,0
4,0,0,0,0,0,22,0,1,0,1,0,0,0,24.85,977.42,0
4,0,0,0,0,0,2,0,0,0,1,0,0,0,19.95,107.28999999999999,0
4,1,1,0,1,1,60,1,0,0,0,1,0,0,94.15,8694.2,0
1,0,0,0,0,0,37,1,1,0,0,0,1,1,64.75,2466.1899999999996,0
4,0,2,1,4,0,72,1,1,110,0,1,1,1,111.65,9351.09,1
3,0,0,0,0,0,2,1,1,0,1,0,1,0,54.4,202.72,0
3,0,0,0,1,1,30,1,1,0,0,1,1,0,83.55,2877.3999999999996,0
2,1,1,0,1,0,39,1,1,0,1,1,1,1,104.7,4505.740000000001,1
3,0,0,0,0,0,29,1,1,0,0,0,1,1,84.9,2744.37,0
1,1,0,1,3,0,46,1,1,0,0,1,0,0,100.7,6753.619999999999,1
3,1,1,0,1,1,53,1,0,0,0,1,0,0,64.15,5482.76,0
4,0,0,0,0,0,2,1,0,0,0,0,0,0,24.5,46.4,0
1,0,0,1,0,0,8,1,1,0,1,0,0,1,94.45,784.63,1
